Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0.0001bvGr,KitchenQual,TotRmsAbvGrd,Functio0.0001l,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
137.00,20.00,RL,0.00,10355.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,5.00,1967.00,1967.00,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.00,TA,TA,CBlock,TA,TA,No,BLQ,695.00,Unf,0.00,519.00,1214.00,GasA,TA,Y,SBrkr,1214.00,0.00,0.00,1214.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,5.00,Typ,1.00,Attchd,1967.00,RFn,1.00,318.00,TA,TA,Y,0.00,111.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,143000.00
138.00,90.00,RL,82.00,11070.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7.00,5.00,1988.00,1989.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.00,TA,TA,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,1907.00,1907.00,GasA,Gd,Y,SBrkr,1959.00,0.00,0.00,1959.00,0.00,0.00,3.00,0.00,5.00,2.00,TA,9.00,Typ,0.00,2Types,1989.00,Unf,3.00,766.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Family,171000.00
139.00,60.00,RL,73.00,9066.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.00,5.00,1999.00,2000.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.00,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.00,Unf,0.00,336.00,1004.00,GasA,Ex,Y,SBrkr,1004.00,848.00,0.00,1852.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,2.00,Attchd,1999.00,Fin,3.00,660.00,TA,TA,Y,224.00,106.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00,WD,Normal,230000.00
140.00,60.00,RL,65.00,15426.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.00,5.00,1997.00,1997.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,No,GLQ,821.00,Unf,0.00,107.00,928.00,GasA,Ex,Y,SBrkr,928.00,836.00,0.00,1764.00,1.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,1997.00,RFn,2.00,470.00,TA,TA,Y,276.00,99.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Normal,231500.00
141.00,20.00,RL,70.00,10500.00,Pave,Reg,Lvl,AllPub,FR2,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,4.00,5.00,1971.00,1971.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,No,ALQ,432.00,Unf,0.00,432.00,864.00,GasA,TA,Y,SBrkr,864.00,0.00,0.00,864.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00,ConLI,Normal,115000.00
142.00,20.00,RL,78.00,11645.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.00,5.00,2005.00,2005.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.00,Unf,0.00,434.00,1734.00,GasA,Ex,Y,SBrkr,1734.00,0.00,0.00,1734.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2005.00,Fin,2.00,660.00,TA,TA,Y,160.00,24.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00,WD,Normal,260000.00
143.00,50.00,RL,71.00,8520.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,0.0001mes,Artery,Norm,1Fam,1.5Fin,5.00,4.00,1952.00,1952.00,Gable,CompShg,BrkFace,Wd Sdng,None,0.00,TA,Fa,CBlock,TA,TA,No,Rec,507.00,Unf,0.00,403.00,910.00,GasA,Fa,Y,SBrkr,910.00,475.00,0.00,1385.00,0.00,0.00,2.00,0.00,4.00,1.00,TA,6.00,Typ,0.00,Detchd,2000.00,Unf,2.00,720.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00,WD,Normal,166000.00
144.00,20.00,RL,78.00,10335.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.00,5.00,1999.00,1999.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.00,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.00,Unf,0.00,811.00,1490.00,GasA,Ex,Y,SBrkr,1501.00,0.00,0.00,1501.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,1999.00,RFn,2.00,577.00,TA,TA,Y,144.00,29.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00,WD,Normal,204000.00
145.00,90.00,RM,70.00,9100.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5.00,5.00,1963.00,1963.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.00,TA,TA,CBlock,TA,TA,No,Rec,1332.00,Unf,0.00,396.00,1728.00,GasA,TA,Y,SBrkr,1728.00,0.00,0.00,1728.00,1.00,0.00,2.00,0.00,6.00,2.00,TA,10.00,Typ,0.00,Detchd,1963.00,Unf,2.00,504.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00,ConLI,Abnorml,125000.00
146.00,160.00,RM,24.00,2522.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6.00,5.00,2004.00,2006.00,Gable,CompShg,VinylSd,VinylSd,Stone,50.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,970.00,970.00,GasA,Ex,Y,SBrkr,970.00,739.00,0.00,1709.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Maj1,0.00,Detchd,2004.00,Unf,2.00,380.00,TA,TA,Y,0.00,40.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00,WD,Normal,130000.00
147.00,30.00,RM,51.00,6120.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.00,7.00,1931.00,1993.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,BLQ,209.00,Unf,0.00,506.00,715.00,GasA,TA,Y,FuseA,875.00,0.00,0.00,875.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,Detchd,1931.00,Unf,1.00,180.00,Fa,TA,Y,48.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00,WD,Normal,105000.00
148.00,60.00,RL,0.00,9505.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,2001.00,2001.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,884.00,884.00,GasA,Ex,Y,SBrkr,884.00,1151.00,0.00,2035.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,8.00,Typ,1.00,BuiltIn,2001.00,Fin,2.00,434.00,TA,TA,Y,144.00,48.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,222500.00
149.00,20.00,RL,63.00,7500.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.00,5.00,2004.00,2005.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.00,TA,TA,PConc,Gd,TA,No,GLQ,680.00,Unf,0.00,400.00,1080.00,GasA,Ex,Y,SBrkr,1080.00,0.00,0.00,1080.00,1.00,0.00,1.00,0.00,3.00,1.00,Gd,6.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00,WD,Normal,141000.00
150.00,50.00,RM,0.00,6240.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.00,4.00,1936.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,BrkTil,Gd,TA,No,Unf,0.00,Unf,0.00,896.00,896.00,GasA,Gd,Y,FuseA,896.00,448.00,0.00,1344.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,7.00,Typ,0.00,Detchd,1936.00,Unf,1.00,240.00,Fa,TA,Y,200.00,114.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00,WD,Normal,115000.00
151.00,20.00,RL,120.00,10356.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.00,6.00,1975.00,1975.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,Av,BLQ,716.00,Unf,0.00,253.00,969.00,GasA,TA,Y,SBrkr,969.00,0.00,0.00,969.00,0.00,0.00,1.00,1.00,3.00,1.00,TA,5.00,Typ,0.00,Attchd,1975.00,Unf,2.00,440.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2007.00,WD,Normal,122000.00
152.00,20.00,RL,107.00,13891.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.00,5.00,2007.00,2008.00,Hip,CompShg,VinylSd,VinylSd,Stone,436.00,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400.00,Unf,0.00,310.00,1710.00,GasA,Ex,Y,SBrkr,1710.00,0.00,0.00,1710.00,1.00,0.00,2.00,0.00,2.00,1.00,Gd,6.00,Typ,1.00,Attchd,2007.00,RFn,3.00,866.00,TA,TA,Y,0.00,102.00,0.00,0.00,0.00,0.00,0.00,1.00,2008.00,New,Partial,372402.00
153.00,60.00,RL,0.00,14803.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.00,5.00,1971.00,1971.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.00,TA,TA,CBlock,TA,TA,No,Rec,416.00,Unf,0.00,409.00,825.00,GasA,Gd,Y,SBrkr,1097.00,896.00,0.00,1993.00,0.00,0.00,2.00,1.00,4.00,1.00,TA,8.00,Typ,1.00,Attchd,1971.00,RFn,2.00,495.00,TA,TA,Y,0.00,66.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,WD,Normal,190000.00
154.00,20.00,RL,0.00,13500.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6.00,7.00,1960.00,1975.00,Flat,CompShg,BrkFace,Plywood,None,0.00,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.00,ALQ,1080.00,93.00,1602.00,GasA,Gd,Y,SBrkr,1252.00,0.00,0.00,1252.00,1.00,0.00,1.00,0.00,1.00,1.00,TA,4.00,Typ,1.00,Attchd,1960.00,RFn,2.00,564.00,TA,TA,Y,409.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00,WD,Normal,235000.00
155.00,30.00,RM,84.00,11340.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.00,5.00,1923.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,1200.00,1200.00,GasA,TA,Y,FuseA,1200.00,0.00,0.00,1200.00,0.00,0.00,1.00,0.00,4.00,1.00,TA,7.00,Typ,0.00,Detchd,1923.00,Unf,1.00,312.00,Fa,Fa,Y,0.00,0.00,228.00,0.00,0.00,0.00,0.00,3.00,2006.00,WD,Family,125000.00
156.00,50.00,RL,60.00,9600.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6.00,5.00,1924.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,572.00,572.00,Grav,Fa,N,FuseF,572.00,524.00,0.00,1096.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,8.00,128.00,0.00,0.00,0.00,0.00,4.00,2008.00,WD,Normal,79000.00
157.00,20.00,RL,60.00,7200.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,7.00,1950.00,1950.00,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,CBlock,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,GasA,TA,Y,FuseF,1040.00,0.00,0.00,1040.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,Detchd,1950.00,Unf,2.00,625.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,WD,Normal,109500.00
158.00,60.00,RL,92.00,12003.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8.00,5.00,2009.00,2010.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.00,Gd,TA,PConc,Ex,TA,No,Unf,0.00,Unf,0.00,774.00,774.00,GasA,Ex,Y,SBrkr,774.00,1194.00,0.00,1968.00,0.00,0.00,2.00,1.00,4.00,1.00,Ex,8.00,Typ,1.00,BuiltIn,2009.00,Fin,3.00,680.00,TA,TA,Y,0.00,75.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,New,Partial,269500.00
159.00,60.00,FV,100.00,12552.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.00,5.00,2004.00,2005.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,GLQ,222.00,Unf,0.00,769.00,991.00,GasA,Ex,Y,SBrkr,991.00,956.00,0.00,1947.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,8.00,Typ,1.00,Attchd,2004.00,RFn,2.00,678.00,TA,TA,Y,0.00,136.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,254900.00
160.00,60.00,RL,134.00,19378.00,Pave,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,2005.00,2006.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.00,Gd,TA,PConc,Gd,TA,Mn,GLQ,57.00,Unf,0.00,1335.00,1392.00,GasA,Ex,Y,SBrkr,1392.00,1070.00,0.00,2462.00,1.00,0.00,2.00,1.00,4.00,1.00,Gd,9.00,Typ,1.00,Attchd,2006.00,RFn,2.00,576.00,TA,TA,Y,239.00,132.00,0.00,168.00,0.00,0.00,0.00,3.00,2006.00,New,Partial,320000.00
161.00,20.00,RL,0.00,11120.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6.00,6.00,1984.00,1984.00,Gable,CompShg,Plywood,Plywood,None,0.00,TA,TA,PConc,Gd,TA,No,BLQ,660.00,Unf,0.00,572.00,1232.00,GasA,TA,Y,SBrkr,1232.00,0.00,0.00,1232.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1984.00,Unf,2.00,516.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00,WD,Normal,162500.00
162.00,60.00,RL,110.00,13688.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.00,5.00,2003.00,2004.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.00,Gd,TA,PConc,Ex,TA,Av,GLQ,1016.00,Unf,0.00,556.00,1572.00,GasA,Ex,Y,SBrkr,1572.00,1096.00,0.00,2668.00,1.00,0.00,2.00,1.00,3.00,1.00,Ex,10.00,Typ,2.00,BuiltIn,2003.00,Fin,3.00,726.00,TA,TA,Y,400.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00,WD,Normal,412500.00
163.00,20.00,RL,95.00,12182.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7.00,5.00,2005.00,2005.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.00,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.00,Unf,0.00,340.00,1541.00,GasA,Ex,Y,SBrkr,1541.00,0.00,0.00,1541.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,2005.00,RFn,2.00,532.00,TA,TA,Y,0.00,70.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,New,Partial,220000.00
164.00,45.00,RL,55.00,5500.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4.00,6.00,1956.00,1956.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,882.00,882.00,GasA,Ex,Y,SBrkr,882.00,0.00,0.00,882.00,0.00,0.00,1.00,0.00,1.00,1.00,TA,4.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00,WD,Normal,103200.00
165.00,40.00,RM,40.00,5400.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.00,7.00,1926.00,2004.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370.00,Unf,0.00,779.00,1149.00,GasA,Gd,Y,FuseA,1149.00,467.00,0.00,1616.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,5.00,Typ,0.00,Detchd,1926.00,Unf,1.00,216.00,TA,TA,Y,0.00,0.00,183.00,0.00,0.00,0.00,0.00,10.00,2007.00,WD,Normal,152000.00
166.00,190.00,RL,62.00,10106.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5.00,7.00,1940.00,1999.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,Gd,BrkTil,TA,TA,No,ALQ,351.00,Rec,181.00,112.00,644.00,GasA,Gd,Y,SBrkr,808.00,547.00,0.00,1355.00,1.00,0.00,2.00,0.00,4.00,2.00,TA,6.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,140.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2008.00,WD,Normal,127500.00
167.00,20.00,RL,0.00,10708.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5.00,5.00,1955.00,1993.00,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.00,Gd,TA,CBlock,TA,TA,No,LwQ,379.00,BLQ,768.00,470.00,1617.00,GasA,Ex,Y,FuseA,1867.00,0.00,0.00,1867.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,7.00,Typ,3.00,Attchd,1955.00,Fin,1.00,303.00,TA,TA,Y,476.00,0.00,0.00,0.00,142.00,0.00,0.00,11.00,2009.00,COD,Normal,190000.00
168.00,60.00,RL,86.00,10562.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.00,5.00,2007.00,2007.00,Gable,CompShg,VinylSd,VinylSd,Stone,300.00,Gd,TA,PConc,Ex,TA,No,GLQ,1288.00,Unf,0.00,294.00,1582.00,GasA,Ex,Y,SBrkr,1610.00,551.00,0.00,2161.00,1.00,0.00,1.00,1.00,3.00,1.00,Ex,8.00,Typ,1.00,Attchd,2007.00,Fin,3.00,789.00,TA,TA,Y,178.00,120.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00,New,Partial,325624.00
169.00,60.00,RL,62.00,8244.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,2004.00,2004.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,840.00,840.00,GasA,Ex,Y,SBrkr,840.00,880.00,0.00,1720.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,2004.00,Fin,2.00,440.00,TA,TA,Y,100.00,48.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00,WD,Normal,183500.00
170.00,20.00,RL,0.00,16669.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8.00,6.00,1981.00,1981.00,Hip,WdShake,Plywood,Plywood,BrkFace,653.00,Gd,TA,CBlock,Gd,TA,No,Unf,0.00,Unf,0.00,1686.00,1686.00,GasA,TA,Y,SBrkr,1707.00,0.00,0.00,1707.00,0.00,0.00,2.00,1.00,2.00,1.00,TA,6.00,Typ,1.00,Attchd,1981.00,RFn,2.00,511.00,TA,TA,Y,574.00,64.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00,WD,Normal,228000.00
171.00,50.00,RM,0.00,12358.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5.00,6.00,1941.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,Rec,360.00,Unf,0.00,360.00,720.00,GasA,TA,Y,SBrkr,854.00,0.00,528.00,1382.00,0.00,0.00,1.00,1.00,2.00,1.00,TA,7.00,Typ,0.00,Detchd,1991.00,Unf,2.00,660.00,TA,TA,Y,237.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00,WD,Normal,128500.00
172.00,20.00,RL,141.00,31770.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,5.00,1960.00,1960.00,Hip,CompShg,BrkFace,Plywood,Stone,112.00,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.00,Unf,0.00,441.00,1080.00,GasA,Fa,Y,SBrkr,1656.00,0.00,0.00,1656.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,7.00,Typ,2.00,Attchd,1960.00,Fin,2.00,528.00,TA,TA,P,210.00,62.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,215000.00
173.00,160.00,RL,44.00,5306.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7.00,7.00,1987.00,1987.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.00,Rec,215.00,354.00,1064.00,GasA,Gd,Y,SBrkr,1064.00,703.00,0.00,1767.00,1.00,0.00,2.00,0.00,2.00,1.00,Gd,5.00,Typ,1.00,Attchd,1987.00,RFn,2.00,504.00,Gd,TA,Y,441.00,35.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,WD,Normal,239000.00
174.00,20.00,RL,80.00,10197.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,5.00,1961.00,1961.00,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.00,TA,TA,CBlock,TA,TA,No,ALQ,288.00,Rec,374.00,700.00,1362.00,GasA,TA,Y,SBrkr,1362.00,0.00,0.00,1362.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1961.00,Unf,2.00,504.00,TA,TA,Y,0.00,20.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00,COD,Normal,163000.00
175.00,20.00,RL,47.00,12416.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6.00,5.00,1986.00,1986.00,Gable,CompShg,VinylSd,Plywood,Stone,132.00,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.00,LwQ,208.00,0.00,1606.00,GasA,TA,Y,SBrkr,1651.00,0.00,0.00,1651.00,1.00,0.00,2.00,0.00,3.00,1.00,TA,7.00,Min2,1.00,Attchd,1986.00,Fin,2.00,616.00,TA,TA,Y,192.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2008.00,WD,Normal,184000.00
176.00,20.00,RL,84.00,12615.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.00,7.00,1950.00,2001.00,Gable,CompShg,WdShing,Wd Shng,None,0.00,TA,TA,CBlock,TA,Gd,Av,ALQ,477.00,Unf,0.00,725.00,1202.00,GasA,TA,Y,SBrkr,2158.00,0.00,0.00,2158.00,1.00,0.00,2.00,0.00,4.00,1.00,Gd,7.00,Typ,1.00,Attchd,1950.00,Unf,2.00,576.00,TA,TA,Y,0.00,29.00,39.00,0.00,0.00,0.00,0.00,6.00,2007.00,WD,Normal,243000.00
177.00,60.00,RL,97.00,10029.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6.00,5.00,1988.00,1989.00,Gable,CompShg,Plywood,Plywood,BrkFace,268.00,Gd,TA,PConc,Gd,TA,No,GLQ,831.00,Unf,0.00,320.00,1151.00,GasA,TA,Y,SBrkr,1164.00,896.00,0.00,2060.00,0.00,1.00,2.00,1.00,4.00,1.00,TA,8.00,Typ,1.00,Attchd,1988.00,Unf,2.00,521.00,TA,TA,Y,0.00,228.00,0.00,0.00,192.00,0.00,0.00,9.00,2007.00,WD,Normal,211000.00
178.00,50.00,RL,0.00,13650.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5.00,5.00,1958.00,1958.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,Gd,Gd,CBlock,TA,TA,No,ALQ,57.00,BLQ,441.00,554.00,1052.00,GasA,Ex,Y,SBrkr,1252.00,668.00,0.00,1920.00,1.00,0.00,2.00,0.00,4.00,1.00,Gd,8.00,Typ,1.00,Attchd,1958.00,Unf,2.00,451.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,172500.00
